id,GLOBAL_SCORE
EK202310003556,134.79266582118944
EK202310170625,149.97550950229484
EK202310167359,151.0444046699606
EK202310118370,132.83111249195585
EK202320006361,137.18652752644462
EK202310003542,139.16287680832863
EK202310125266,135.48023006697235
EK202310144740,134.8327325465725
EK202310137443,140.56065925909232
EK202310159067,145.94577270199855
EK202310245067,135.61691820274402
EK202310240556,137.72406277814122
EK202310166743,145.13190189813977
EK202310247454,129.98771508648713
EK202310215702,158.04044488151035
EK202310142190,158.1271265880986
EK202310205417,150.48295284502586
EK202310119601,138.483832644326
EK202310190356,142.84800674500318
EK202310158758,148.77297519450755
EK202310145496,138.68614385481914
EK202310164763,151.36682140843874
EK202310200188,135.40188977100226
EK202310238803,158.8480860987228
EK202320005607,152.2532161385785
EK202310225681,135.44049993389817
EK202310127174,132.31472412465976
EK202310204317,141.03857419000036
EK202310179355,127.39661958794368
EK202310176524,144.3077828945012
EK202310237228,138.89299822285034
EK202310172549,159.93265254854302
EK202310168863,144.72843389613934
EK202310185904,146.99687988024658
EK202310133615,152.6280685807167
EK202310122063,135.57526131843636
EK202310121770,145.18375646186666
EK202310125590,129.54282487071762
EK202310172269,141.0045131532124
EK202310147894,139.9712444513747
EK202310137986,135.9410473728857
EK202310150838,152.6198408693239
EK202310104915,120.0065876244404
EK202310170090,133.07693766036695
EK202310165637,137.17186240978657
EK202310134467,136.30935166684478
EK202310182637,156.0579804395229
EK202310112116,145.15867229447502
EK202310241220,152.9804862162931
EK202310103801,151.16388081504417
EK202310177448,129.50392180703355
EK202310157860,172.22980658786872
EK202310211985,140.71531383056012
EK202310232907,135.17087810675008
EK202310162917,148.41190714011117
EK202310211786,135.27056602193863
EK202310132171,155.29456054399998
EK202310153694,142.4121174594455
EK202310174960,157.66451632359588
EK202310121096,132.59773660369018
EK202310222475,132.73348784604408
EK202310146254,146.7840469260995
EK202310111466,138.19108510676875
EK202310004385,163.38666211545058
EK202310108961,142.27630446431803
EK202310203170,138.95631165138815
EK202310161424,169.70352932357216
EK202310206583,144.44358060523152
EK202310138840,127.95754186787377
EK202310221976,144.5412969206182
EK202310143972,135.15485664870158
EK202310175420,143.06985188495025
EK202310227655,141.34640164828483
EK202310163389,138.86092088860818
EK202310239480,153.69988797942025
EK202310146467,149.93537949973515
EK202310162597,144.88435326695662
EK202310194862,137.3173170312349
EK202310152448,150.53259020204817
EK202310245431,138.65372652840026
EK202310206822,152.34511993970384
EK202310166559,166.65940910772952
EK202310221701,147.6167101652098
EK202310231403,128.20706116360842
EK202310156027,147.27890016138187
EK202310135956,147.25578066518324
EK202310183176,132.1609033875433
EK202310206055,155.1503675111998
EK202310167360,142.16668255587493
EK202310142701,146.0187036440498
EK202310156629,162.56890250549074
EK202310241352,153.83342071958097
EK202310123587,156.66186917671158
EK202310003639,146.51301024593036
EK202310158269,146.1893841766196
EK202320007090,135.15810956591562
EK202310111707,140.10288034945742
EK202310104096,148.23500464205952
EK202310235404,127.97629278149103
EK202310108783,148.99970802083644
EK202310116298,133.02355843391797
EK202310156281,149.60245887312436
EK202310164483,140.2988953793209
EK202310108212,128.86174272769554
EK202310233950,145.72765898812528
EK202310157041,131.0327523317801
EK202310104522,138.1566398084685
EK202310175972,146.5962345203215
EK202310225965,146.10613154876648
EK202310138403,133.25051638898438
EK202310234452,137.34692931044836
EK202310104614,163.75346552142383
EK202310117970,133.79374130070195
EK202310128727,130.13928188329902
EK202310190230,140.39916874311268
EK202310201465,154.46281546759727
EK202310197534,166.52996466578287
EK202310171846,133.7344766212632
EK202310193751,143.24461906777668
EK202310242967,145.69217819854427
EK202310112852,145.94228981967612
EK202310132804,141.6761040366554
EK202310127612,141.9877797306987
EK202310136082,170.6138016157164
EK202310186665,141.22247539139883
EK202310156519,132.40417115650894
EK202310108430,146.51854334954265
EK202310164930,143.1997719824228
EK202310153971,159.36078271269918
EK202310129412,137.47814922504693
EK202310124383,137.48985345172562
EK202310215858,148.8199513067532
EK202310104131,150.87439822153425
EK202310185040,138.4808899333892
EK202310119251,138.60986147000048
EK202310191724,150.17376530935974
EK202310149922,138.48164736815198
EK202310176193,133.0405824267476
EK202310204311,147.41660500986225
EK202310248324,156.459306067646
EK202310120496,130.61595751159956
EK202310233548,140.1269878869393
EK202310219178,141.10371507014207
EK202310114723,138.77714471394745
EK202310185832,164.51646078429638
EK202310106587,155.63323323133557
EK202310239252,133.4746405924007
EK202310208710,143.01825866524032
EK202310244056,127.7266748967859
EK202310223702,124.37777938122109
EK202310236969,136.54917764547804
EK202310196070,143.55831365528852
EK202310227710,136.51431834001176
EK202310119702,148.24509276705922
EK202310143351,144.1573844363757
EK202310144967,146.74323918886253
EK202310207097,139.40783099578988
EK202310193281,141.10948808817
EK202310223068,148.06023076274096
EK202310158743,127.22231443966123
EK202310142353,135.88311279570866
EK202310154024,152.37921492701122
EK202310136326,139.41665350664718
EK202320006526,147.26462578200008
EK202310240160,135.28464711304972
EK202310230270,143.87979552777728
EK202310209591,135.07418498871456
EK202310201937,151.28093875647156
EK202310138686,142.8766970678667
EK202310125946,142.7363124785869
EK202310112949,138.30897249499947
EK202310128660,153.7861551142782
EK202310223565,140.6571843794703
EK202310155372,148.86453655236738
EK202310229467,138.97411538979435
EK202310232289,142.799717334622
EK202310142439,153.5392001318494
EK202310128595,123.07932181335391
EK202310228661,128.33553253507768
EK202310220811,136.77529424576946
EK202310104677,155.88561779719282
EK202310108708,142.3203020546568
EK202310235044,127.3627815076132
EK202310141363,147.1917029820548
EK202310174855,150.87470406110916
EK202310154755,142.11147561189736
EK202310157326,143.0471057906376
EK202310228659,140.31422439105208
EK202310215026,145.33384032522625
EK202310177129,140.89702494109207
EK202310178830,156.87894875247483
EK202310222959,128.98837371929855
EK202320007347,136.5809171308561
EK202310153807,154.50366517601222
EK202310165563,153.39516864114634
EK202310240070,116.21654506728595
EK202310171642,147.30310055438636
EK202310221419,138.55183927779282
EK202310210258,137.20316503029235
EK202310108225,151.4233575176768
EK202310156515,144.2178360775651
EK202320006021,155.9986610915167
EK202310214746,147.5929454905115
EK202310166648,154.11652127206844
EK202310243041,146.89724582457237
EK202310227731,127.29200224072032
EK202310118513,134.16713298346457
EK202310240129,147.05846867249005
EK202310140813,150.20529236542714
EK202310181628,150.56786451691787
EK202310126085,133.90838464460955
EK202310246101,149.28731431908918
EK202310113312,140.54605909432686
EK202310217968,141.25176667137399
EK202310213114,131.82814475205777
EK202310219800,140.97641127345912
EK202310184495,142.72323263211504
EK202310119316,131.26903594734108
EK202310180007,134.54846824709045
EK202310199156,132.2653636828817
EK202310177234,150.06135790073048
EK202310226743,139.76433234213465
EK202310189141,139.0063621575534
EK202320006005,144.79456507622552
EK202310227823,138.0264185292434
EK202310174022,148.75614650002458
EK202310134374,141.55536508118092
EK202310200180,135.44489913106372
EK202310161433,147.42108813012763
EK202310121700,140.0035645283417
EK202310237451,145.62146109756108
EK202310192827,159.6827763794167
EK202310160428,154.5472018843521
EK202310205223,134.913618976702
EK202310111659,148.02108530681804
EK202310218773,152.76754629860545
EK202310161247,129.80489825994724
EK202310109618,144.72274670022122
EK202310155619,139.1117569818349
EK202310135096,153.7942684187819
EK202310188704,149.29019087068937
EK202310198311,160.7922377403872
EK202310138345,138.38302097520724
EK202310187653,137.26671408272784
EK202310223676,153.493053554197
EK202310165688,133.45704360945857
EK202310104779,148.50571085911054
EK202320007241,161.76377702379233
EK202310247012,140.3394382427017
EK202310115649,132.7390922902949
EK202310158687,141.92871892004925
EK202310139898,150.23940346592903
EK202310183012,135.867843316526
EK202310189323,179.4136833714266
EK202310236084,140.01637101305067
EK202310187745,155.18856547450122
EK202310213754,154.13395830335014
EK202310207691,124.29786589192292
EK202310213360,136.78308639029115
EK202310134511,134.5370852773231
EK202310162421,142.77012517288262
EK202310137854,140.67542724714167
EK202310150901,148.99761663192103
