id,GLOBAL_SCORE
EK202310003556,138.3
EK202310170625,154.73333333333332
EK202310167359,140.83333333333334
EK202310118370,126.7
EK202320006361,135.26666666666668
EK202310003542,133.43333333333334
EK202310125266,137.0
EK202310144740,130.23333333333332
EK202310137443,139.9
EK202310159067,147.13333333333333
EK202310245067,138.9
EK202310240556,138.16666666666666
EK202310166743,148.4
EK202310247454,140.7
EK202310215702,128.43333333333334
EK202310142190,168.33333333333334
EK202310205417,139.13333333333333
EK202310119601,142.33333333333334
EK202310190356,130.76666666666668
EK202310158758,142.5
EK202310145496,130.63333333333333
EK202310164763,143.93333333333334
EK202310200188,142.53333333333333
EK202310238803,167.46666666666667
EK202320005607,160.56666666666666
EK202310225681,142.4
EK202310127174,135.7
EK202310204317,153.2
EK202310179355,125.46666666666667
EK202310176524,150.76666666666668
EK202310237228,136.23333333333332
EK202310172549,155.3
EK202310168863,133.43333333333334
EK202310185904,145.06666666666666
EK202310133615,147.3
EK202310122063,135.63333333333333
EK202310121770,141.9
EK202310125590,133.3
EK202310172269,144.43333333333334
EK202310147894,140.1
EK202310137986,139.83333333333334
EK202310150838,158.76666666666668
EK202310104915,154.36666666666667
EK202310170090,128.7
EK202310165637,133.43333333333334
EK202310134467,125.0
EK202310182637,169.53333333333333
EK202310112116,144.0
EK202310241220,157.46666666666667
EK202310103801,149.4
EK202310177448,126.23333333333333
EK202310157860,168.33333333333334
EK202310211985,133.1
EK202310232907,137.16666666666666
EK202310162917,145.43333333333334
EK202310211786,128.7
EK202310132171,170.56666666666666
EK202310153694,155.46666666666667
EK202310174960,159.9
EK202310121096,130.03333333333333
EK202310222475,130.36666666666667
EK202310146254,151.8
EK202310111466,140.2
EK202310004385,160.13333333333333
EK202310108961,139.9
EK202310203170,140.93333333333334
EK202310161424,171.06666666666666
EK202310206583,151.5
EK202310138840,136.26666666666668
EK202310221976,133.23333333333332
EK202310143972,134.9
EK202310175420,131.9
EK202310227655,147.1
EK202310163389,145.76666666666668
EK202310239480,132.66666666666666
EK202310146467,132.43333333333334
EK202310162597,146.4
EK202310194862,140.16666666666666
EK202310152448,144.8
EK202310245431,140.1
EK202310206822,175.4
EK202310166559,147.96666666666667
EK202310221701,142.0
EK202310231403,139.93333333333334
EK202310156027,131.6
EK202310135956,142.8
EK202310183176,126.06666666666666
EK202310206055,182.66666666666666
EK202310167360,144.53333333333333
EK202310142701,144.9
EK202310156629,162.33333333333334
EK202310241352,140.2
EK202310123587,156.16666666666666
EK202310003639,161.53333333333333
EK202310158269,135.9
EK202320007090,138.16666666666666
EK202310111707,141.63333333333333
EK202310104096,152.26666666666668
EK202310235404,128.23333333333332
EK202310108783,133.6
EK202310116298,136.16666666666666
EK202310156281,154.73333333333332
EK202310164483,157.06666666666666
EK202310108212,124.03333333333333
EK202310233950,141.73333333333332
EK202310157041,154.03333333333333
EK202310104522,136.4
EK202310175972,151.4
EK202310225965,135.96666666666667
EK202310138403,147.43333333333334
EK202310234452,128.16666666666666
EK202310104614,139.86666666666667
EK202310117970,136.4
EK202310128727,127.93333333333334
EK202310190230,136.36666666666667
EK202310201465,144.1
EK202310197534,176.63333333333333
EK202310171846,132.2
EK202310193751,140.66666666666666
EK202310242967,136.86666666666667
EK202310112852,144.56666666666666
EK202310132804,119.23333333333333
EK202310127612,145.76666666666668
EK202310136082,179.73333333333332
EK202310186665,159.3
EK202310156519,122.06666666666666
EK202310108430,141.13333333333333
EK202310164930,143.13333333333333
EK202310153971,166.26666666666668
EK202310129412,148.86666666666667
EK202310124383,128.8
EK202310215858,149.73333333333332
EK202310104131,153.23333333333332
EK202310185040,141.6
EK202310119251,145.26666666666668
EK202310191724,143.16666666666666
EK202310149922,131.4
EK202310176193,133.36666666666667
EK202310204311,156.06666666666666
EK202310248324,150.2
